date,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
2022-12-31 19:00:00,3,934.6,0.0,25.36,103.0,9.18,45.92,66.32,10.64
2022-12-31 20:00:00,3,1041.41,0.0,30.85,90.12,8.23,48.32,68.37,10.26
2022-12-31 21:00:00,3,974.66,0.0,26.39,87.98,7.75,46.84,66.37,9.12
2022-12-31 22:00:00,3,934.6,0.0,21.42,85.12,7.63,48.65,68.36,9.12
2022-12-31 23:00:00,4,1041.41,0.0,22.62,73.67,8.34,55.63,76.53,10.26
2023-01-01 00:00:00,4,1308.44,0.0,29.13,57.94,10.25,70.57,93.69,12.29
2023-01-01 01:00:00,5,1735.69,0.0,42.16,38.62,12.99,95.52,121.62,14.95
2023-01-01 02:00:00,5,2216.34,0.25,61.69,20.21,15.26,119.01,147.38,18.24
2023-01-01 03:00:00,5,3097.53,13.08,81.57,2.1,19.07,154.82,190.9,25.33
2023-01-01 04:00:00,5,3845.21,45.15,77.46,7.6,22.89,174.12,221.69,32.42
2023-01-01 05:00:00,5,4165.65,58.11,79.51,17.17,26.23,182.09,241.82,41.54
2023-01-01 06:00:00,5,3471.37,37.1,80.88,40.41,27.66,166.93,234.2,39.52
2023-01-01 07:00:00,5,1335.14,9.05,36.33,84.4,41.48,77.25,135.81,13.55
2023-01-01 08:00:00,4,767.71,4.36,20.73,101.57,45.78,56.09,109.22,6.97
2023-01-01 09:00:00,3,580.79,2.93,15.59,107.29,45.3,44.92,93.93,5.0
2023-01-01 10:00:00,3,514.03,2.37,14.05,107.29,39.58,35.27,80.37,4.31
2023-01-01 11:00:00,3,540.73,2.26,16.45,103.0,34.81,33.46,77.64,4.43
2023-01-01 12:00:00,3,567.44,1.61,20.05,94.41,30.99,32.77,77.68,4.43
2023-01-01 13:00:00,3,660.9,0.37,28.45,77.96,28.37,33.73,79.89,5.0
2023-01-01 14:00:00,3,720.98,0.0,31.53,67.95,24.08,34.32,80.64,5.83
2023-01-01 15:00:00,3,754.36,0.0,30.16,65.8,18.84,37.17,83.74,7.73
2023-01-01 16:00:00,4,1241.68,0.02,46.61,45.42,17.4,59.96,111.9,16.09
2023-01-01 17:00:00,5,2216.34,1.65,76.09,13.41,20.27,107.16,168.19,29.64
2023-01-01 18:00:00,5,3524.78,17.88,90.48,0.42,25.51,179.43,250.23,44.08
2023-01-01 19:00:00,5,6141.66,73.31,97.33,0.0,32.9,328.75,422.31,60.8
2023-01-01 20:00:00,5,9185.79,144.84,102.82,0.0,37.19,511.68,629.8,66.88
2023-01-01 21:00:00,5,10253.91,168.09,102.82,0.0,39.1,579.19,704.17,67.89
2023-01-01 22:00:00,5,7797.24,116.23,89.11,0.0,36.72,441.16,546.04,60.8
2023-01-01 23:00:00,5,5020.14,58.11,73.34,0.0,32.9,284.73,367.68,54.21
2023-01-02 00:00:00,5,3524.78,24.59,67.17,0.06,29.8,204.13,275.42,50.16
2023-01-02 01:00:00,5,2643.59,6.09,63.75,1.94,27.18,157.0,218.27,40.02
2023-01-02 02:00:00,5,3311.16,13.08,73.34,0.76,29.33,196.98,259.41,44.08
2023-01-02 03:00:00,5,5661.01,63.48,91.85,0.3,38.62,322.91,396.05,63.84
2023-01-02 04:00:00,5,8544.92,139.47,112.41,5.99,48.16,448.14,538.74,87.14
2023-01-02 05:00:00,5,10253.91,169.87,152.17,12.87,57.7,532.22,640.28,111.46
2023-01-02 06:00:00,5,10147.09,118.02,208.38,33.26,63.9,569.25,687.55,116.53
2023-01-02 07:00:00,5,6034.85,34.87,157.65,89.41,55.79,360.01,445.94,68.9
2023-01-02 08:00:00,5,6195.07,25.93,168.62,130.18,58.65,399.07,503.39,67.89
2023-01-02 09:00:00,5,6408.69,22.58,178.22,151.63,70.57,429.32,558.33,66.88
2023-01-02 10:00:00,5,6301.88,24.36,197.41,133.04,82.02,424.52,571.24,69.92
2023-01-02 11:00:00,5,6942.75,27.49,246.76,97.27,88.69,456.22,615.53,81.06
2023-01-02 12:00:00,5,6942.75,22.35,274.18,49.35,87.74,434.03,588.23,81.06
2023-01-02 13:00:00,5,7690.43,46.94,296.12,4.16,91.55,422.08,568.62,87.14
2023-01-02 14:00:00,5,9933.47,128.75,285.15,0.0,99.18,480.89,627.87,115.51
2023-01-02 15:00:00,5,11535.64,178.81,235.8,0.0,98.23,532.78,668.32,141.86
2023-01-02 16:00:00,5,4646.3,24.59,119.27,2.01,49.11,228.9,295.5,63.33
2023-01-02 17:00:00,5,2670.29,0.03,61.01,44.35,35.76,169.42,226.94,41.54
2023-01-02 18:00:00,5,2189.64,0.0,43.87,76.53,32.9,168.47,224.6,33.94
2023-01-02 19:00:00,5,1815.8,0.0,37.36,84.4,29.09,149.42,199.74,26.09
2023-01-02 20:00:00,5,1455.31,0.0,29.47,88.69,24.32,125.88,166.89,18.24
2023-01-02 21:00:00,5,1214.98,0.0,21.59,92.98,21.22,115.42,150.84,15.33
2023-01-02 22:00:00,5,1121.52,0.0,18.16,92.98,19.79,113.61,147.18,15.2
2023-01-02 23:00:00,5,1094.82,0.0,17.14,92.98,19.79,114.75,148.43,15.2
2023-01-03 00:00:00,5,1108.17,0.0,17.31,92.98,20.5,117.55,152.74,15.2
2023-01-03 01:00:00,5,1174.93,0.0,20.05,91.55,20.98,122.54,159.94,16.09
2023-01-03 02:00:00,5,1628.88,0.0,34.27,80.11,23.84,145.48,188.35,22.8
2023-01-03 03:00:00,5,2857.21,0.22,77.46,43.63,31.47,205.22,259.74,40.53
2023-01-03 04:00:00,5,4005.43,15.2,105.56,21.46,38.15,248.08,316.56,53.2
2023-01-03 05:00:00,5,4005.43,28.61,97.33,36.12,40.05,242.83,316.89,51.17
2023-01-03 06:00:00,5,3097.53,18.33,74.71,70.1,39.1,206.69,274.46,41.04
2023-01-03 07:00:00,5,1094.82,4.64,26.05,111.58,29.33,79.62,113.28,12.92
2023-01-03 08:00:00,3,767.71,3.24,18.34,115.87,28.61,48.56,75.11,8.74
2023-01-03 09:00:00,3,720.98,2.79,17.65,123.02,31.47,49.08,78.9,7.54
2023-01-03 10:00:00,4,1134.87,4.75,31.87,114.44,36.24,68.49,104.84,12.41
2023-01-03 11:00:00,5,1535.42,5.81,43.87,95.84,35.76,76.56,115.02,17.48
2023-01-03 12:00:00,4,1735.69,4.53,54.15,72.96,34.33,74.18,113.35,20.01
2023-01-03 13:00:00,4,2056.12,1.02,70.6,42.56,33.38,74.89,115.58,23.05
2023-01-03 14:00:00,5,2349.85,0.1,79.51,27.54,32.9,88.96,133.95,28.37
2023-01-03 15:00:00,5,2189.64,0.01,64.43,39.7,29.8,98.58,146.82,31.16
2023-01-03 16:00:00,5,1695.63,0.0,44.55,59.37,25.51,87.79,134.16,27.36
2023-01-03 17:00:00,5,1602.17,0.0,39.76,61.51,23.6,84.98,129.95,27.36
2023-01-03 18:00:00,5,1535.42,0.0,36.67,64.37,22.89,83.66,127.0,26.6
2023-01-03 19:00:00,5,1335.14,0.0,31.53,72.96,22.65,76.93,117.24,21.03
2023-01-03 20:00:00,4,961.3,0.0,21.59,88.69,20.74,65.34,101.81,12.92
2023-01-03 21:00:00,4,781.06,0.0,14.57,100.14,19.79,63.72,99.62,10.13
2023-01-03 22:00:00,4,714.3,0.0,11.82,103.0,19.31,61.96,97.68,9.5
2023-01-03 23:00:00,4,694.27,0.0,11.31,101.57,18.6,59.44,94.86,9.5
2023-01-04 00:00:00,4,680.92,0.0,11.48,97.27,18.12,55.66,90.57,9.75
2023-01-04 01:00:00,4,720.98,0.0,13.71,90.84,18.36,53.51,88.76,10.77
2023-01-04 02:00:00,4,1014.71,0.0,23.65,79.39,21.46,64.71,102.69,15.96
2023-01-04 03:00:00,5,1762.39,0.13,50.04,54.36,28.85,97.21,143.11,26.85
2023-01-04 04:00:00,5,2349.85,6.54,67.86,41.48,35.29,121.8,176.31,32.42
2023-01-04 05:00:00,5,2243.04,11.96,58.95,58.65,38.62,126.09,187.36,30.15
2023-01-04 06:00:00,5,1815.8,8.61,44.55,90.12,40.05,122.0,189.78,24.32
2023-01-04 07:00:00,5,907.9,3.13,20.22,127.32,36.24,77.51,137.48,9.88
2023-01-04 08:00:00,4,734.33,2.51,16.45,135.9,34.33,58.19,110.07,7.66
2023-01-04 09:00:00,3,674.25,2.26,15.42,137.33,31.95,49.59,99.02,6.97
2023-01-04 10:00:00,3,660.9,2.1,15.94,135.9,28.61,44.24,89.07,6.97
2023-01-04 11:00:00,3,674.25,1.84,17.82,130.18,27.66,41.42,82.18,7.41
2023-01-04 12:00:00,3,714.3,1.15,21.25,121.59,27.42,41.36,80.55,7.73
2023-01-04 13:00:00,4,1188.28,0.25,42.16,95.84,31.95,57.58,101.97,13.68
2023-01-04 14:00:00,5,1762.39,0.0,58.95,72.24,32.42,82.1,136.15,21.79
2023-01-04 15:00:00,5,2082.82,0.0,62.38,64.37,32.42,107.47,169.89,29.39
2023-01-04 16:00:00,5,2429.96,0.0,64.43,58.65,32.9,136.32,207.36,38.0
2023-01-04 17:00:00,5,2616.88,0.0,63.06,55.07,31.95,155.08,231.48,42.56
2023-01-04 18:00:00,5,2590.18,0.0,60.32,55.07,30.04,158.77,236.1,43.06
2023-01-04 19:00:00,5,2269.74,0.0,52.78,60.08,26.46,137.05,209.27,35.46
2023-01-04 20:00:00,5,1548.77,0.0,35.64,78.68,21.22,94.46,154.1,21.28
2023-01-04 21:00:00,5,1108.17,0.0,21.93,97.27,18.6,75.01,127.21,14.95
2023-01-04 22:00:00,4,974.66,0.0,16.11,105.86,18.12,72.75,125.07,13.55
2023-01-04 23:00:00,4,921.25,0.0,14.57,105.86,18.36,72.73,125.74,13.05
2023-01-05 00:00:00,4,867.84,0.0,14.22,101.57,18.84,69.41,121.02,12.41
2023-01-05 01:00:00,4,867.84,0.0,16.11,95.84,19.79,66.39,115.32,12.41
2023-01-05 02:00:00,5,1134.87,0.0,26.05,83.68,22.17,77.37,125.83,17.23
2023-01-05 03:00:00,5,1922.61,0.19,54.84,56.51,27.89,110.63,165.38,28.88
2023-01-05 04:00:00,5,2536.77,8.49,74.03,40.41,31.95,130.27,192.23,35.46
2023-01-05 05:00:00,5,2429.96,16.32,65.12,50.07,34.33,124.37,187.73,33.44
2023-01-05 06:00:00,5,1949.31,12.63,50.72,73.67,37.67,109.91,169.31,27.87
2023-01-05 07:00:00,4,894.55,4.25,23.65,115.87,40.53,63.72,105.99,10.64
2023-01-05 08:00:00,4,720.98,2.85,17.14,130.18,34.33,54.35,92.14,7.6
2023-01-05 09:00:00,3,667.57,2.35,15.08,133.04,27.89,48.85,85.54,6.9
2023-01-05 10:00:00,3,660.9,2.15,15.08,127.32,22.41,43.78,78.84,7.16
2023-01-05 11:00:00,3,680.92,1.93,16.62,120.16,20.03,41.32,76.68,7.66
2023-01-05 12:00:00,3,714.3,1.24,19.88,110.15,18.6,40.22,76.73,8.11
2023-01-05 13:00:00,3,988.01,0.27,32.9,88.69,21.46,46.16,85.3,11.78
2023-01-05 14:00:00,4,1295.09,0.0,42.5,71.53,23.37,56.7,100.03,16.47
2023-01-05 15:00:00,4,1428.6,0.0,42.5,67.23,23.84,68.48,116.47,20.77
2023-01-05 16:00:00,4,1401.9,0.0,37.7,70.1,23.37,73.85,126.03,22.29
2023-01-05 17:00:00,4,1268.39,0.0,31.19,76.53,21.46,72.91,127.89,21.28
2023-01-05 18:00:00,4,1174.93,0.0,27.42,80.82,19.79,70.49,125.7,19.51
2023-01-05 19:00:00,4,961.3,0.0,22.62,85.83,17.64,58.29,108.61,14.69
2023-01-05 20:00:00,3,700.95,0.0,15.94,94.41,15.5,44.41,88.56,9.25
2023-01-05 21:00:00,3,587.46,0.0,11.65,100.14,14.42,41.18,85.39,7.79
2023-01-05 22:00:00,3,554.08,0.0,10.02,103.0,14.19,41.37,88.08,7.73
2023-01-05 23:00:00,3,547.41,0.0,9.77,103.0,14.54,41.91,90.02,7.92
2023-01-06 00:00:00,3,560.76,0.0,10.02,103.0,15.02,43.4,93.03,8.11
2023-01-06 01:00:00,3,620.84,0.0,11.82,101.57,15.74,47.52,99.48,9.25
2023-01-06 02:00:00,4,907.9,0.0,20.91,91.55,18.12,62.25,118.97,14.31
2023-01-06 03:00:00,5,1628.88,0.68,45.93,67.23,23.6,94.58,159.1,25.33
2023-01-06 04:00:00,5,2216.34,6.43,65.12,50.07,28.13,115.84,185.49,31.66
2023-01-06 05:00:00,5,2109.53,11.18,56.89,60.8,29.56,112.98,181.93,30.15
2023-01-06 06:00:00,5,1615.52,7.93,40.1,85.83,29.09,97.18,159.14,23.81
2023-01-06 07:00:00,4,894.55,3.58,20.73,114.44,24.32,60.48,101.71,12.16
2023-01-06 08:00:00,3,741.0,2.99,16.96,120.16,23.37,47.55,78.88,9.5
2023-01-06 09:00:00,3,674.25,2.77,16.11,120.16,22.89,41.34,70.52,8.49
2023-01-06 10:00:00,3,667.57,2.77,16.79,117.3,21.93,37.75,64.31,8.36
2023-01-06 11:00:00,3,700.95,2.63,19.88,113.01,24.32,37.66,63.11,8.61
2023-01-06 12:00:00,3,747.68,1.69,24.68,107.29,27.66,38.85,64.19,8.87
2023-01-06 13:00:00,3,961.3,0.3,35.64,94.41,30.99,47.59,76.83,11.15
2023-01-06 14:00:00,4,1228.33,0.0,42.16,84.4,28.61,64.05,101.91,14.95
2023-01-06 15:00:00,5,1335.14,0.0,40.1,81.54,26.46,76.71,121.67,19.0
2023-01-06 16:00:00,5,1295.09,0.0,34.62,82.97,24.56,77.69,126.61,20.52
2023-01-06 17:00:00,5,1188.28,0.0,29.13,87.26,22.41,75.97,128.39,19.76
2023-01-06 18:00:00,4,1134.87,0.0,26.39,90.12,20.74,74.92,129.78,18.75
2023-01-06 19:00:00,4,974.66,0.0,22.96,92.98,19.07,66.59,121.8,14.69
2023-01-06 20:00:00,4,707.63,0.0,15.94,98.71,15.74,53.74,106.33,9.25
2023-01-06 21:00:00,3,534.06,0.0,9.34,104.43,12.76,46.65,95.75,6.84
2023-01-06 22:00:00,3,487.33,0.0,7.71,105.86,12.28,44.43,89.75,6.33
2023-01-06 23:00:00,3,487.33,0.0,7.54,104.43,12.87,44.2,87.13,6.4
2023-01-07 00:00:00,3,500.68,0.0,7.88,101.57,13.95,46.18,89.29,6.59
2023-01-07 01:00:00,4,554.08,0.0,9.42,100.14,15.02,50.54,94.05,7.22
2023-01-07 02:00:00,4,761.03,0.0,15.59,92.98,16.93,62.67,107.4,10.51
2023-01-07 03:00:00,5,1228.33,0.03,31.87,77.96,20.5,85.96,133.95,17.48
2023-01-07 04:00:00,5,1575.47,2.01,45.24,67.95,23.13,98.19,148.05,21.03
2023-01-07 05:00:00,5,1522.06,5.2,40.1,77.96,24.56,95.97,145.36,20.27
2023-01-07 06:00:00,5,1268.39,4.75,30.16,98.71,25.27,86.98,133.33,16.97
2023-01-07 07:00:00,4,821.11,2.77,18.16,121.59,24.32,63.04,95.22,9.88
2023-01-07 08:00:00,4,741.0,2.4,16.62,131.61,27.18,58.09,84.59,8.49
2023-01-07 09:00:00,4,741.0,2.29,17.48,138.76,29.8,58.99,86.42,8.36
2023-01-07 10:00:00,5,1615.52,6.15,45.93,120.16,33.86,94.17,131.05,18.75
2023-01-07 11:00:00,5,2456.67,8.27,70.6,95.84,36.24,124.36,168.48,27.61
2023-01-07 12:00:00,5,2857.21,6.43,87.74,64.37,37.19,129.71,176.63,30.65
2023-01-07 13:00:00,5,3204.35,2.07,105.56,24.32,37.19,127.82,174.96,32.42
2023-01-07 14:00:00,5,3204.35,1.82,104.19,9.75,32.9,125.18,171.38,33.94
2023-01-07 15:00:00,5,2803.8,0.34,82.25,25.03,27.89,123.99,171.11,35.46
2023-01-07 16:00:00,5,1522.06,0.0,37.36,80.82,21.46,86.32,125.25,22.04
2023-01-07 17:00:00,5,1321.79,0.0,30.5,88.69,19.55,85.21,122.03,20.52
2023-01-07 18:00:00,5,1281.74,0.0,28.1,90.12,18.36,87.86,122.82,19.76
2023-01-07 19:00:00,5,1134.87,0.0,25.02,92.98,16.45,82.13,113.83,16.21
2023-01-07 20:00:00,4,881.2,0.0,18.16,100.14,13.71,71.55,98.94,10.77
2023-01-07 21:00:00,4,734.33,0.0,12.51,107.29,12.52,71.18,98.11,8.74
2023-01-07 22:00:00,5,707.63,0.0,10.28,110.15,12.52,75.14,103.06,8.49
2023-01-07 23:00:00,5,714.3,0.0,9.94,111.58,12.87,80.0,108.15,8.61
2023-01-08 00:00:00,5,734.33,0.0,10.45,110.15,13.59,84.64,113.02,8.61
2023-01-08 01:00:00,5,827.79,0.0,12.85,105.86,14.07,93.21,121.53,9.88
2023-01-08 02:00:00,5,1174.93,0.0,23.31,91.55,16.45,113.74,144.15,15.58
2023-01-08 03:00:00,5,2056.12,0.07,53.47,60.08,22.89,157.43,195.64,28.37
2023-01-08 04:00:00,5,2937.32,6.82,80.88,36.12,28.13,188.17,235.92,38.5
2023-01-08 05:00:00,5,3311.16,20.12,82.25,40.77,31.95,198.98,253.48,43.06
2023-01-08 06:00:00,5,3257.75,19.89,78.14,62.94,36.24,204.65,262.17,44.08
2023-01-08 07:00:00,5,4379.27,27.49,106.93,75.1,45.78,269.29,337.76,54.72
2023-01-08 08:00:00,5,6141.66,31.74,154.91,97.27,57.22,372.72,452.62,66.88
2023-01-08 09:00:00,5,7797.24,29.5,205.64,133.04,67.71,489.74,579.2,74.98
2023-01-08 10:00:00,5,9292.6,27.49,285.15,165.94,72.48,642.98,740.84,79.04
2023-01-08 11:00:00,5,8117.68,21.01,320.79,168.8,67.71,659.57,750.23,67.89
2023-01-08 12:00:00,5,5393.98,9.28,268.7,131.61,54.36,472.99,544.57,50.16
2023-01-08 13:00:00,5,4219.06,1.24,222.09,63.66,43.39,317.19,375.76,42.56
2023-01-08 14:00:00,5,4272.46,8.94,200.15,5.32,35.29,248.31,299.71,43.57
2023-01-08 15:00:00,5,3952.03,16.54,148.06,0.63,27.89,212.65,258.99,43.57
2023-01-08 16:00:00,5,3898.62,14.98,122.01,1.68,25.99,219.74,265.65,48.64
2023-01-08 17:00:00,5,5500.79,50.51,113.79,0.0,34.33,315.9,373.11,72.96
2023-01-08 18:00:00,5,7263.18,87.62,112.41,0.0,43.87,435.68,507.4,100.31
2023-01-08 19:00:00,5,8651.73,119.81,112.41,0.0,50.07,522.86,607.58,114.5
2023-01-08 20:00:00,5,9078.98,137.69,106.93,0.0,47.68,539.65,624.32,106.39
2023-01-08 21:00:00,5,8758.54,132.32,106.93,0.0,46.73,527.13,613.04,99.3
2023-01-08 22:00:00,5,7156.37,95.67,95.96,0.0,42.44,443.64,522.89,86.13
2023-01-08 23:00:00,5,5233.76,56.77,79.51,0.0,36.72,347.52,415.81,69.92
2023-01-09 00:00:00,5,4005.43,29.5,72.66,0.02,33.38,282.8,342.7,57.76
2023-01-09 01:00:00,5,2937.32,8.61,67.17,1.13,29.09,214.5,263.92,43.06
2023-01-09 02:00:00,5,3364.56,13.3,75.4,0.5,30.28,233.14,283.72,48.13
2023-01-09 03:00:00,5,5714.42,60.8,102.82,0.09,40.05,353.23,417.31,76.0
2023-01-09 04:00:00,5,8865.36,139.47,131.61,2.3,51.02,487.21,571.08,103.35
2023-01-09 05:00:00,5,11001.59,182.39,164.51,8.58,61.99,583.58,685.38,120.58
2023-01-09 06:00:00,5,11642.46,146.63,233.05,25.75,71.53,657.88,773.44,129.7
2023-01-09 07:00:00,5,13031.01,89.41,342.73,72.96,83.92,846.48,997.02,141.86
2023-01-09 08:00:00,5,15808.11,52.75,466.11,177.38,105.86,1200.35,1397.24,174.28
2023-01-09 09:00:00,5,14739.99,28.39,460.62,300.41,102.04,1298.87,1509.76,156.04
2023-01-09 10:00:00,5,9719.85,15.87,331.76,323.3,73.43,961.42,1118.65,96.26
2023-01-09 11:00:00,5,5661.01,8.72,202.89,257.49,46.25,567.2,662.48,50.16
2023-01-09 12:00:00,5,3364.56,3.55,127.49,188.83,27.66,333.28,397.86,28.37
2023-01-09 13:00:00,5,2216.34,0.27,78.83,168.8,16.69,224.71,275.93,13.55
2023-01-09 14:00:00,5,2002.72,0.0,71.29,140.19,14.07,194.32,244.45,12.03
2023-01-09 15:00:00,5,1642.23,0.0,53.47,133.04,12.16,167.54,216.59,11.78
2023-01-09 16:00:00,5,2670.29,0.1,95.96,63.66,18.12,201.84,267.72,29.13
2023-01-09 17:00:00,5,4806.52,24.81,142.57,1.34,30.99,305.76,401.29,59.28
2023-01-09 18:00:00,5,9185.79,100.14,165.88,0.0,62.94,582.49,721.27,131.73
2023-01-09 19:00:00,5,15167.24,178.81,222.09,0.0,104.9,989.64,1175.09,220.89
2023-01-09 20:00:00,5,18585.21,212.79,279.66,0.0,114.44,1264.57,1468.4,226.97
2023-01-09 21:00:00,5,17944.34,173.45,296.12,0.0,91.55,1258.29,1444.33,162.12
2023-01-09 22:00:00,5,12283.33,82.25,233.05,0.0,65.8,929.75,1064.37,91.2
2023-01-09 23:00:00,5,8117.68,37.55,164.51,0.0,45.78,659.17,768.27,54.72
2023-01-10 00:00:00,5,5287.17,16.76,106.93,0.07,33.38,451.41,546.7,40.53
2023-01-10 01:00:00,5,3631.59,6.59,75.4,1.52,28.13,322.57,406.98,37.49
2023-01-10 02:00:00,5,3471.37,7.26,76.09,1.65,28.85,295.96,380.31,41.04
2023-01-10 03:00:00,5,5180.36,38.89,100.08,0.15,36.72,374.93,478.34,58.77
2023-01-10 04:00:00,5,7263.18,93.88,124.75,2.91,44.35,456.57,597.69,78.02
2023-01-10 05:00:00,5,8331.3,126.96,142.57,9.83,49.59,499.31,686.06,92.21
2023-01-10 06:00:00,5,7904.05,97.45,165.88,25.75,52.93,499.96,714.65,92.21
2023-01-10 07:00:00,5,7476.81,62.58,191.93,55.07,63.9,521.91,747.8,89.17
2023-01-10 08:00:00,5,8010.86,47.83,230.31,90.12,75.34,600.32,834.16,94.23
2023-01-10 09:00:00,5,8010.86,34.42,241.28,124.45,89.65,612.19,830.27,90.18
2023-01-10 10:00:00,5,6835.94,27.94,227.57,134.47,91.55,532.83,705.97,70.93
2023-01-10 11:00:00,5,4699.71,19.67,186.44,104.43,75.34,376.74,493.55,41.04
2023-01-10 12:00:00,5,2964.02,9.05,137.09,68.66,54.84,243.08,321.89,22.8
2023-01-10 13:00:00,5,2216.34,0.99,111.04,44.35,41.48,181.24,241.69,13.93
2023-01-10 14:00:00,5,2082.82,0.08,100.08,31.47,34.33,173.23,228.15,12.29
2023-01-10 15:00:00,5,1708.98,0.0,69.23,67.95,27.89,173.85,224.79,11.02
2023-01-10 16:00:00,5,1054.76,0.0,27.08,125.89,20.98,146.48,186.54,4.69
2023-01-10 17:00:00,5,921.25,0.0,19.19,123.02,15.5,124.16,159.68,4.88
2023-01-10 18:00:00,5,807.76,0.0,15.59,108.72,10.37,92.34,121.61,5.13
2023-01-10 19:00:00,4,667.57,0.0,14.57,91.55,6.44,53.06,74.78,5.19
2023-01-10 20:00:00,3,520.71,0.0,13.71,78.68,4.65,27.63,43.83,3.86
2023-01-10 21:00:00,2,447.27,0.0,11.31,75.82,4.35,18.6,32.81,3.42
2023-01-10 22:00:00,2,413.89,0.0,8.65,77.96,4.11,16.13,29.27,3.26
2023-01-10 23:00:00,2,393.87,0.0,7.03,80.82,3.87,14.92,26.22,3.07
2023-01-11 00:00:00,2,383.85,0.0,6.43,82.25,3.78,14.18,23.83,2.94
2023-01-11 01:00:00,2,433.92,0.0,8.4,80.11,4.41,15.74,25.28,3.51
2023-01-11 02:00:00,2,620.84,0.0,15.94,71.53,5.96,22.82,33.89,5.76
2023-01-11 03:00:00,3,1214.98,0.12,42.16,45.78,9.54,45.64,61.78,12.29
2023-01-11 04:00:00,4,1895.9,7.6,65.12,25.03,12.76,68.21,88.89,17.23
2023-01-11 05:00:00,4,1575.47,9.95,48.67,42.2,10.97,58.84,78.1,14.44
2023-01-11 06:00:00,3,921.25,4.53,25.7,70.81,7.75,43.97,61.56,9.37
2023-01-11 07:00:00,3,433.92,1.09,7.11,89.41,4.05,31.82,45.77,2.69
2023-01-11 08:00:00,3,410.56,0.98,5.91,90.12,3.64,31.51,43.66,2.18
2023-01-11 09:00:00,3,410.56,1.05,6.08,87.98,3.46,30.44,40.32,2.09
2023-01-11 10:00:00,3,397.21,1.06,6.25,85.12,3.16,27.24,35.22,2.01
2023-01-11 11:00:00,2,397.21,1.09,7.2,81.54,3.25,24.63,31.8,2.09
2023-01-11 12:00:00,2,403.88,0.82,9.0,77.96,3.19,24.06,31.65,2.09
2023-01-11 13:00:00,3,480.65,0.24,15.77,70.81,3.67,26.39,36.55,2.79
2023-01-11 14:00:00,3,540.73,0.0,19.36,67.23,3.78,25.36,38.42,3.58
2023-01-11 15:00:00,2,547.41,0.0,17.48,67.95,3.81,18.97,36.78,4.56
2023-01-11 16:00:00,3,607.49,0.0,17.99,66.52,4.89,22.24,56.83,6.71
2023-01-11 17:00:00,3,680.92,0.0,18.85,66.52,7.03,33.44,96.46,9.5
2023-01-11 18:00:00,4,634.19,0.0,17.14,62.23,15.14,45.14,168.84,8.99
2023-01-11 19:00:00,5,467.3,0.0,15.42,59.37,26.46,73.04,380.78,5.0
2023-01-11 20:00:00,5,377.18,0.0,11.82,64.37,25.27,107.3,600.36,3.1
2023-01-11 21:00:00,5,343.8,0.0,8.57,70.81,19.79,124.3,691.67,2.75
2023-01-11 22:00:00,5,327.11,0.0,6.6,74.39,15.14,124.2,684.02,2.47
2023-01-11 23:00:00,5,327.11,0.0,6.43,74.39,14.78,120.89,635.99,2.44
2023-01-12 00:00:00,5,330.45,0.0,6.77,73.67,15.74,111.65,544.79,2.53
2023-01-12 01:00:00,5,347.14,0.0,8.05,72.96,17.17,87.33,397.62,2.94
2023-01-12 02:00:00,5,427.25,0.0,12.0,71.53,19.79,64.56,271.1,4.62
2023-01-12 03:00:00,4,580.79,0.07,19.71,65.09,22.65,52.36,196.74,7.22
2023-01-12 04:00:00,4,714.3,2.21,25.02,61.51,25.27,46.34,155.23,9.12
2023-01-12 05:00:00,4,680.92,4.53,21.42,67.23,26.7,40.66,132.87,9.25
2023-01-12 06:00:00,4,607.49,4.75,17.82,74.39,28.37,36.15,119.81,8.61
2023-01-12 07:00:00,4,500.68,3.91,14.22,82.97,27.42,29.49,104.02,6.33
2023-01-12 08:00:00,4,453.95,3.35,12.68,89.41,26.94,28.27,104.29,5.19
2023-01-12 09:00:00,4,440.6,2.88,11.82,94.41,24.8,29.21,112.5,4.56
2023-01-12 10:00:00,4,397.21,2.1,10.02,98.71,19.07,27.44,108.59,3.64
2023-01-12 11:00:00,4,383.85,1.58,9.51,97.27,15.14,26.55,106.71,3.23
2023-01-12 12:00:00,4,383.85,0.99,10.02,92.98,9.3,25.87,106.95,3.07
2023-01-12 13:00:00,4,423.91,0.25,13.19,85.83,6.44,25.65,105.01,3.45
2023-01-12 14:00:00,3,447.27,0.0,14.22,82.97,5.84,24.27,99.2,4.12
2023-01-12 15:00:00,3,447.27,0.0,12.51,86.55,6.02,23.17,98.38,4.81
2023-01-12 16:00:00,4,480.65,0.0,13.19,87.98,10.25,26.05,110.06,6.08
2023-01-12 17:00:00,4,467.3,0.0,12.85,89.41,17.64,28.71,123.76,6.14
2023-01-12 18:00:00,4,433.92,0.0,13.02,90.12,23.13,29.95,133.04,5.45
2023-01-12 19:00:00,4,383.85,0.0,12.85,89.41,25.27,28.39,129.96,4.12
2023-01-12 20:00:00,4,343.8,0.0,11.82,88.69,25.03,27.55,125.76,3.2
2023-01-12 21:00:00,4,330.45,0.0,10.62,87.98,23.84,27.79,122.2,3.36
2023-01-12 22:00:00,4,327.11,0.0,9.6,87.98,21.93,28.19,118.85,3.45
2023-01-12 23:00:00,4,333.79,0.0,9.34,87.98,20.5,28.54,115.52,3.64
