date,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
2024-01-02 10:00:00,5,2269.74,3.86,67.17,141.62,57.7,246.38,315.86,21.79
2024-01-02 11:00:00,5,2082.82,2.01,62.38,157.36,49.11,251.18,318.93,16.72
2024-01-02 12:00:00,5,1895.9,0.54,52.78,177.38,41.96,260.27,327.6,12.03
2024-01-02 13:00:00,5,1789.09,0.03,46.61,178.81,35.29,260.29,325.43,8.99
2024-01-02 14:00:00,5,1708.98,0.0,43.87,157.36,27.18,242.82,302.89,8.04
2024-01-02 15:00:00,5,1562.12,0.0,38.04,138.76,20.03,217.43,272.41,8.61
2024-01-02 16:00:00,5,1949.31,0.0,53.47,108.72,19.07,229.27,287.98,16.47
2024-01-02 17:00:00,5,2643.59,0.0,79.51,70.81,21.46,263.82,330.87,26.6
2024-01-02 18:00:00,5,3471.37,0.03,106.93,37.91,25.03,309.96,386.95,35.46
2024-01-02 19:00:00,5,4432.68,3.58,137.09,8.31,28.61,364.68,451.06,40.53
2024-01-02 20:00:00,5,5981.45,19.67,161.77,0.1,33.86,457.85,552.56,44.58
2024-01-02 21:00:00,5,8544.92,38.44,202.89,0.0,44.82,630.7,746.34,56.24
2024-01-02 22:00:00,5,10253.91,46.49,235.8,0.0,51.02,767.98,907.69,62.32
2024-01-02 23:00:00,5,9613.04,40.23,222.09,0.0,45.3,728.08,872.04,51.68
2024-01-03 00:00:00,5,7049.56,27.05,163.14,0.0,36.24,554.47,682.45,39.01
2024-01-03 01:00:00,5,4539.49,14.98,100.08,0.09,30.28,371.45,473.78,32.93
2024-01-03 02:00:00,5,3578.19,13.19,74.71,0.19,31.95,296.24,386.33,37.49
2024-01-03 03:00:00,5,4592.9,36.66,86.37,0.09,40.05,332.59,435.2,58.77
2024-01-03 04:00:00,5,4539.49,40.23,105.56,3.31,41.01,301.41,413.32,55.73
2024-01-03 05:00:00,5,4325.87,45.6,101.45,13.23,37.67,267.61,384.6,53.2
2024-01-03 06:00:00,5,3631.59,30.85,87.74,33.97,36.72,235.39,344.44,46.61
2024-01-03 07:00:00,5,1708.98,6.37,42.5,98.71,38.15,153.42,223.76,17.99
2024-01-03 08:00:00,5,1535.42,4.81,37.7,121.59,42.44,146.41,211.93,15.2
2024-01-03 09:00:00,5,1548.77,4.53,41.13,131.61,49.11,147.11,213.07,15.2
2024-01-03 10:00:00,5,2376.56,8.16,75.4,111.58,56.74,182.71,259.81,25.33
2024-01-03 11:00:00,5,3685.0,14.53,130.24,67.95,65.8,236.54,334.54,40.53
2024-01-03 12:00:00,5,4058.84,15.87,161.77,27.54,69.62,240.75,351.73,43.06
2024-01-03 13:00:00,5,4165.65,26.6,164.51,1.99,70.57,222.13,334.42,42.05
2024-01-03 14:00:00,5,4219.06,40.68,142.57,0.0,65.8,211.34,318.38,41.04
2024-01-03 15:00:00,5,3391.27,19.0,117.9,3.0,54.84,191.22,290.68,36.48
2024-01-03 16:00:00,5,1949.31,0.0,65.12,45.78,45.78,148.47,238.96,24.57
2024-01-03 17:00:00,5,2216.34,0.0,63.06,46.49,37.67,168.79,263.89,32.42
2024-01-03 18:00:00,5,2429.96,0.0,61.69,43.27,33.38,183.84,278.91,38.0
2024-01-03 19:00:00,5,2243.04,0.0,54.84,44.35,28.13,171.01,258.15,33.94
2024-01-03 20:00:00,5,1615.52,0.0,39.41,55.79,21.22,134.03,206.73,21.79
2024-01-03 21:00:00,5,1148.22,0.0,24.68,67.95,16.93,113.74,176.08,15.45
2024-01-03 22:00:00,5,988.01,0.0,17.65,75.1,15.5,110.52,169.02,13.93
2024-01-03 23:00:00,5,934.6,0.0,15.25,78.68,15.26,112.19,169.99,13.17
2024-01-04 00:00:00,5,907.9,0.0,14.57,81.54,15.74,116.81,175.3,12.41
2024-01-04 01:00:00,5,961.3,0.0,15.77,82.97,16.21,125.53,184.03,12.16
2024-01-04 02:00:00,5,1201.63,0.0,23.65,77.25,18.36,143.43,202.41,15.33
2024-01-04 03:00:00,5,1762.39,0.03,45.24,58.65,22.65,172.4,237.66,22.8
2024-01-04 04:00:00,5,2082.82,2.18,60.32,47.21,25.03,181.02,256.28,25.33
2024-01-04 05:00:00,5,2029.42,6.76,55.52,58.65,27.42,178.72,264.69,24.57
2024-01-04 06:00:00,5,1789.09,6.93,45.24,82.97,30.28,173.2,266.61,21.79
2024-01-04 07:00:00,5,1228.33,4.58,31.19,111.58,41.01,137.65,223.15,13.17
2024-01-04 08:00:00,5,1041.41,4.02,28.79,124.45,55.31,122.5,202.52,9.88
2024-01-04 09:00:00,5,974.66,3.58,29.13,134.47,64.85,119.04,198.82,8.23
2024-01-04 10:00:00,5,907.9,2.91,28.79,137.33,63.9,107.84,179.59,7.41
2024-01-04 11:00:00,5,921.25,2.26,31.87,130.18,63.9,99.65,165.82,7.79
2024-01-04 12:00:00,5,961.3,1.1,38.39,121.59,69.62,100.12,166.65,8.23
2024-01-04 13:00:00,5,1068.12,0.09,43.87,108.72,71.53,103.69,171.96,8.99
2024-01-04 14:00:00,5,1134.87,0.0,43.53,100.14,63.9,109.88,179.2,9.12
2024-01-04 15:00:00,5,1134.87,0.0,38.04,98.71,56.74,118.33,188.23,9.75
2024-01-04 16:00:00,5,1575.47,0.0,47.98,80.82,46.73,154.69,236.24,17.73
2024-01-04 17:00:00,5,1922.61,0.0,49.35,70.81,36.72,187.29,275.83,24.57
2024-01-04 18:00:00,5,2082.82,0.0,47.3,68.66,30.99,206.44,293.57,27.61
2024-01-04 19:00:00,5,2082.82,0.0,46.61,66.52,26.46,212.66,295.6,26.35
2024-01-04 20:00:00,5,1815.8,0.0,39.07,70.1,21.46,197.28,270.44,19.51
2024-01-04 21:00:00,5,1522.06,0.0,29.13,77.25,18.6,185.65,250.66,15.33
2024-01-04 22:00:00,5,1428.6,0.0,23.65,80.11,17.88,186.51,247.79,15.45
2024-01-04 23:00:00,5,1441.96,0.0,21.59,79.39,17.64,190.96,250.15,16.47
2024-01-05 00:00:00,5,1468.66,0.0,21.59,77.96,17.88,195.2,254.16,17.23
2024-01-05 01:00:00,5,1535.42,0.0,24.33,74.39,18.36,200.68,259.64,18.24
2024-01-05 02:00:00,5,1842.5,0.0,35.3,65.8,20.27,216.91,278.89,22.04
2024-01-05 03:00:00,5,2696.99,0.09,69.92,40.05,25.75,260.06,334.15,32.42
2024-01-05 04:00:00,5,3231.05,5.42,91.85,23.6,29.8,272.92,357.72,35.46
2024-01-05 05:00:00,5,3204.35,14.53,85.0,33.62,32.42,267.81,355.88,35.46
2024-01-05 06:00:00,5,2883.91,13.41,71.29,58.65,35.29,262.55,349.68,33.44
2024-01-05 07:00:00,5,1735.69,5.98,42.5,101.57,45.78,192.4,256.77,17.23
2024-01-05 08:00:00,5,1388.55,4.08,33.24,120.16,48.64,162.59,216.77,12.16
2024-01-05 09:00:00,5,1321.79,3.27,31.53,130.18,47.21,157.61,210.77,11.15
2024-01-05 10:00:00,5,2376.56,8.38,73.34,101.57,52.45,202.14,265.2,25.33
2024-01-05 11:00:00,5,4272.46,21.23,146.69,49.35,67.71,280.23,361.46,50.16
2024-01-05 12:00:00,5,5393.98,35.32,194.67,13.41,79.15,320.52,415.76,63.84
2024-01-05 13:00:00,5,6248.47,62.58,213.86,0.92,86.78,339.38,446.3,71.94
2024-01-05 14:00:00,5,7263.18,97.45,213.86,0.0,92.51,371.58,489.68,82.08
2024-01-05 15:00:00,5,6942.75,87.62,194.67,0.0,88.69,371.86,490.39,82.08
2024-01-05 16:00:00,5,3578.19,6.65,128.87,6.53,61.04,244.01,335.45,41.04
2024-01-05 17:00:00,5,2563.48,0.03,74.71,36.48,41.96,212.09,294.14,31.16
2024-01-05 18:00:00,5,2162.93,0.0,47.3,57.22,30.99,193.65,264.26,26.35
2024-01-05 19:00:00,5,1735.69,0.0,33.93,70.1,24.32,169.25,228.91,19.0
2024-01-05 20:00:00,5,1335.14,0.0,23.31,82.25,19.07,146.42,197.92,11.4
2024-01-05 21:00:00,5,1081.47,0.0,13.54,92.98,13.71,136.32,185.02,7.79
2024-01-05 22:00:00,5,1001.36,0.0,9.85,95.84,11.32,135.54,185.06,7.22
2024-01-05 23:00:00,5,988.01,0.0,9.34,94.41,11.09,137.14,186.43,7.54
2024-01-06 00:00:00,5,1014.71,0.0,9.68,92.98,11.44,143.42,189.8,7.41
2024-01-06 01:00:00,5,1068.12,0.0,10.97,92.98,12.4,154.34,195.61,6.97
2024-01-06 02:00:00,5,1228.33,0.0,16.45,88.69,14.42,169.24,205.85,8.61
2024-01-06 03:00:00,5,1615.52,0.02,31.53,74.39,17.4,188.02,224.87,13.93
2024-01-06 04:00:00,5,1869.2,0.95,43.87,64.37,19.31,192.51,230.05,16.47
2024-01-06 05:00:00,5,1842.5,3.27,39.76,74.39,21.22,190.36,226.98,15.45
2024-01-06 06:00:00,5,1628.88,3.49,30.16,98.71,23.6,189.91,224.2,12.03
2024-01-06 07:00:00,5,1201.63,2.12,18.85,125.89,26.23,164.55,190.57,4.69
2024-01-06 08:00:00,5,1081.47,1.82,16.11,137.33,28.13,152.83,175.94,3.36
2024-01-06 09:00:00,5,1041.41,1.65,15.59,141.62,28.85,149.86,172.73,2.85
2024-01-06 10:00:00,5,1001.36,1.45,15.94,138.76,26.46,134.25,154.85,2.66
2024-01-06 11:00:00,5,988.01,1.22,18.51,127.32,25.99,117.96,137.1,3.26
2024-01-06 12:00:00,5,1014.71,0.62,22.96,115.87,29.09,114.99,134.83,3.83
2024-01-06 13:00:00,5,1081.47,0.06,27.08,104.43,30.99,116.81,137.7,4.43
2024-01-06 14:00:00,5,1094.82,0.0,26.05,98.71,28.85,123.6,145.89,4.88
2024-01-06 15:00:00,5,1054.76,0.0,21.08,101.57,26.7,130.62,153.83,4.94
2024-01-06 16:00:00,5,1214.98,0.0,23.31,98.71,29.8,156.15,184.95,7.6
2024-01-06 17:00:00,5,1295.09,0.0,23.31,95.84,28.37,172.64,205.41,9.63
2024-01-06 18:00:00,5,1295.09,0.0,22.28,94.41,25.51,169.78,203.72,10.51
2024-01-06 19:00:00,5,1174.93,0.0,20.05,94.41,22.17,154.66,187.44,8.99
2024-01-06 20:00:00,5,974.66,0.0,15.08,95.84,18.84,137.91,168.24,5.83
2024-01-06 21:00:00,5,881.2,0.0,10.97,98.71,17.17,135.07,165.52,5.07
2024-01-06 22:00:00,5,894.55,0.0,9.51,100.14,16.93,143.06,174.38,5.26
2024-01-06 23:00:00,5,934.6,0.0,9.34,100.14,17.4,155.79,187.92,5.51
2024-01-07 00:00:00,5,961.3,0.0,9.68,100.14,17.88,164.29,196.3,5.83
2024-01-07 01:00:00,5,1001.36,0.0,10.97,98.71,18.36,167.7,199.36,6.33
2024-01-07 02:00:00,5,1134.87,0.0,16.11,95.84,19.55,173.16,205.7,8.36
2024-01-07 03:00:00,5,1495.36,0.02,29.47,85.12,21.7,188.4,225.13,12.92
2024-01-07 04:00:00,5,1682.28,1.09,38.39,80.82,22.65,194.72,235.29,14.06
2024-01-07 05:00:00,5,1642.23,3.13,33.93,92.98,23.6,198.21,241.81,13.55
2024-01-07 06:00:00,5,1508.71,3.13,26.05,113.01,24.56,202.52,247.75,12.03
2024-01-07 07:00:00,5,1228.33,2.26,18.51,133.04,25.27,179.9,218.15,8.04
2024-01-07 08:00:00,5,1068.12,1.93,15.59,141.62,26.46,157.69,190.46,6.52
2024-01-07 09:00:00,5,974.66,1.75,14.57,141.62,25.51,140.1,170.31,6.27
2024-01-07 10:00:00,5,907.9,1.9,16.28,127.32,21.22,104.44,128.12,6.9
2024-01-07 11:00:00,4,934.6,2.15,21.59,107.29,19.55,73.0,91.75,8.49
2024-01-07 12:00:00,4,1054.76,1.4,29.47,92.98,20.98,73.02,92.65,9.88
2024-01-07 13:00:00,5,1241.68,0.19,38.04,78.68,23.13,81.27,103.58,11.4
2024-01-07 14:00:00,5,1428.6,0.0,42.16,75.82,23.84,109.47,139.1,13.43
2024-01-07 15:00:00,5,1441.96,0.0,35.99,82.97,22.89,132.55,168.36,14.95
2024-01-07 16:00:00,5,1415.25,0.0,30.16,88.69,21.46,147.3,188.57,15.58
2024-01-07 17:00:00,5,1415.25,0.0,27.42,88.69,19.31,155.51,201.67,16.72
2024-01-07 18:00:00,5,1428.6,0.0,26.05,86.55,17.4,158.96,207.9,17.48
2024-01-07 19:00:00,5,1321.79,0.0,23.99,85.12,15.26,148.65,195.26,15.45
2024-01-07 20:00:00,5,1108.17,0.0,19.54,87.26,13.23,131.64,172.65,11.53
2024-01-07 21:00:00,5,1028.06,0.0,16.79,89.41,14.07,127.41,165.74,11.15
2024-01-07 22:00:00,5,1014.71,0.0,15.08,90.84,15.02,128.12,164.12,11.91
2024-01-07 23:00:00,5,1054.76,0.0,14.91,90.84,15.5,134.31,168.69,12.79
2024-01-08 00:00:00,5,1108.17,0.0,15.59,90.84,16.45,142.99,175.62,13.43
2024-01-08 01:00:00,5,1255.04,0.0,19.19,86.55,16.93,157.12,189.18,15.58
2024-01-08 02:00:00,5,1789.09,0.0,34.96,70.1,20.03,192.39,227.59,23.56
2024-01-08 03:00:00,5,3177.64,0.65,82.94,28.25,28.37,272.27,319.57,42.56
2024-01-08 04:00:00,5,4699.71,25.93,111.04,8.31,36.24,336.63,398.6,58.77
2024-01-08 05:00:00,5,5447.39,52.75,115.16,16.81,42.44,366.82,440.43,66.88
2024-01-08 06:00:00,5,5554.2,48.28,126.12,34.33,49.11,391.06,472.12,69.92
2024-01-08 07:00:00,5,1695.63,6.15,42.84,108.72,31.95,146.44,180.03,16.97
2024-01-08 08:00:00,5,1188.28,3.27,26.39,131.61,24.8,113.33,139.64,9.25
2024-01-08 09:00:00,5,1014.71,2.35,20.73,141.62,19.79,103.32,128.74,6.9
2024-01-08 10:00:00,5,841.14,1.63,15.59,135.9,14.42,86.84,110.8,5.19
2024-01-08 11:00:00,4,747.68,1.2,14.05,123.02,11.09,71.64,93.36,4.37
2024-01-08 12:00:00,4,720.98,0.66,14.91,111.58,9.42,62.75,84.19,3.83
2024-01-08 13:00:00,4,1108.17,0.16,37.36,81.54,11.21,72.36,97.67,8.36
2024-01-08 14:00:00,5,1602.17,0.0,64.43,49.35,13.95,98.56,129.28,15.07
2024-01-08 15:00:00,5,1869.2,0.01,70.6,38.98,15.5,123.98,159.27,21.03
2024-01-08 16:00:00,5,2323.15,0.1,81.57,29.33,19.31,159.53,200.2,30.4
2024-01-08 17:00:00,5,3845.21,5.59,120.64,5.72,32.42,251.46,304.2,54.72
2024-01-08 18:00:00,5,5874.63,25.26,150.8,0.01,46.25,366.82,446.23,80.05
2024-01-08 19:00:00,5,4219.06,12.74,108.3,1.59,33.86,281.92,365.85,54.21
2024-01-08 20:00:00,5,1922.61,0.06,45.93,41.84,20.03,177.95,240.63,22.8
2024-01-08 21:00:00,5,1174.93,0.0,19.36,81.54,16.21,152.47,204.67,12.29
2024-01-08 22:00:00,5,1014.71,0.0,13.19,94.41,15.97,156.56,210.04,9.12
2024-01-08 23:00:00,5,1001.36,0.0,11.65,98.71,16.21,164.34,218.28,8.11
2024-01-09 00:00:00,5,961.3,0.0,11.14,100.14,16.45,160.76,212.95,7.35
2024-01-10 01:00:00,5,1188.28,0.0,19.88,80.82,17.64,126.97,157.39,13.55
2024-01-10 02:00:00,5,1562.12,0.0,32.22,69.38,20.03,150.22,184.01,18.75
2024-01-10 03:00:00,5,2456.67,0.22,65.12,41.13,25.27,193.41,234.88,30.15
2024-01-10 04:00:00,5,3017.43,10.62,80.88,28.97,28.61,205.16,252.22,36.48
2024-01-10 05:00:00,5,2830.51,18.55,69.92,45.42,30.28,184.74,230.87,35.97
2024-01-10 06:00:00,5,2216.34,12.63,52.09,74.39,30.99,150.59,190.89,29.13
2024-01-10 07:00:00,5,1201.63,5.31,27.42,103.0,25.99,80.72,104.6,14.69
2024-01-10 08:00:00,4,974.66,4.14,22.28,113.01,26.23,59.27,77.79,11.65
2024-01-10 09:00:00,3,907.9,3.8,21.76,114.44,28.13,49.51,66.29,10.51
2024-01-10 10:00:00,4,1161.58,5.48,32.56,105.86,32.42,57.05,75.93,13.81
2024-01-10 11:00:00,4,1668.93,7.93,50.72,87.26,36.72,71.12,94.2,20.01
2024-01-10 12:00:00,5,2082.82,8.05,70.6,60.08,39.58,80.09,106.84,24.32
2024-01-10 13:00:00,5,2536.77,4.02,97.33,21.64,41.01,87.82,117.43,27.87
2024-01-10 14:00:00,5,2937.32,5.36,106.93,3.62,40.53,103.26,138.57,32.42
2024-01-10 15:00:00,5,2990.72,4.41,100.08,4.02,39.58,122.91,165.67,37.49
2024-01-10 16:00:00,5,2990.72,1.76,91.85,8.49,38.15,146.81,198.88,42.56
2024-01-10 17:00:00,5,3284.45,1.69,89.11,8.4,36.72,179.47,241.32,49.65
2024-01-10 18:00:00,5,3471.37,1.72,87.74,8.4,35.29,201.09,266.55,53.7
2024-01-10 19:00:00,5,3311.16,1.7,84.31,8.23,30.99,194.82,258.06,48.64
2024-01-10 20:00:00,5,2670.29,0.46,69.92,15.91,24.56,153.29,205.0,34.96
2024-01-10 21:00:00,5,1949.31,0.01,47.98,34.69,19.79,120.52,159.78,24.83
2024-01-10 22:00:00,5,1615.52,0.0,34.27,48.64,18.6,113.63,148.0,22.55
2024-01-10 23:00:00,5,1535.42,0.0,29.47,53.64,18.6,114.87,148.55,22.8
2024-01-11 00:00:00,5,1522.06,0.0,29.13,54.36,18.84,116.25,150.51,22.8
2024-01-11 01:00:00,5,1708.98,0.0,35.99,46.49,19.55,126.18,161.95,25.59
2024-01-11 02:00:00,5,2563.48,0.85,65.12,18.6,23.6,169.08,211.72,36.98
2024-01-11 03:00:00,5,5073.55,47.39,98.71,0.27,34.33,293.95,359.88,64.34
2024-01-11 04:00:00,5,8010.86,132.32,123.38,3.93,45.3,411.29,513.07,90.18
2024-01-11 05:00:00,5,9078.98,162.72,142.57,11.09,52.93,443.48,570.98,101.33
2024-01-11 06:00:00,5,8651.73,121.59,178.22,27.54,59.13,447.08,584.47,100.31
2024-01-11 07:00:00,5,2964.02,23.69,91.85,81.54,90.6,162.71,228.85,34.45
2024-01-11 08:00:00,5,2456.67,14.75,79.51,113.01,98.23,152.3,209.83,28.88
2024-01-11 09:00:00,5,2456.67,10.39,78.14,148.77,97.27,167.97,221.07,27.61
2024-01-11 10:00:00,5,2964.02,9.95,100.08,164.51,86.78,213.57,265.28,30.15
2024-01-11 11:00:00,5,3177.64,9.61,119.27,155.93,64.85,234.67,281.49,29.39
2024-01-11 12:00:00,5,2616.88,6.48,105.56,114.44,36.72,166.71,202.27,24.32
2024-01-11 13:00:00,5,2510.07,5.87,108.3,48.64,23.13,109.11,138.19,24.32
2024-01-11 14:00:00,5,2990.72,14.98,113.79,1.99,21.93,108.53,138.36,31.16
2024-01-11 15:00:00,5,3364.56,30.4,97.33,0.01,23.6,136.01,170.67,40.53
2024-01-11 16:00:00,5,4539.49,53.2,97.33,0.0,30.52,213.19,259.29,60.29
2024-01-11 17:00:00,5,7156.37,105.5,109.67,0.0,43.39,385.59,452.64,95.25
2024-01-11 18:00:00,5,11749.27,180.6,150.8,0.0,60.56,672.35,781.38,133.75
2024-01-11 19:00:00,5,14953.61,219.94,200.15,0.0,67.71,860.76,1032.82,137.81
2024-01-11 20:00:00,5,12496.95,168.09,200.15,0.0,57.7,685.04,878.69,99.3
2024-01-11 21:00:00,5,7156.37,79.57,150.8,0.0,48.16,378.9,530.98,57.25
2024-01-11 22:00:00,5,3791.81,29.95,97.33,0.01,41.01,210.07,307.42,38.0
2024-01-11 23:00:00,5,2723.69,13.52,69.23,0.17,33.86,163.46,233.81,34.45
2024-01-12 00:00:00,5,2563.48,7.38,58.95,0.82,28.61,161.41,224.54,35.46
2024-01-12 01:00:00,5,2723.69,6.09,57.58,1.35,26.7,172.38,233.65,38.0
2024-01-12 02:00:00,5,3524.78,19.45,67.86,0.2,29.56,217.81,280.71,48.64
2024-01-12 03:00:00,5,6355.29,84.94,93.22,0.09,41.01,360.23,440.35,77.01
2024-01-12 04:00:00,5,9719.85,180.6,126.12,2.68,51.5,494.66,600.16,105.38
2024-01-12 05:00:00,5,10894.78,200.27,161.77,9.57,59.6,532.49,655.92,117.54
2024-01-12 06:00:00,5,10040.28,130.53,213.86,29.68,65.8,533.51,662.76,112.47
2024-01-12 07:00:00,5,3044.13,15.65,93.22,117.3,83.92,179.5,234.24,34.96
2024-01-12 08:00:00,5,2563.48,8.94,75.4,163.08,83.92,173.36,223.9,28.88
2024-01-12 09:00:00,5,2456.67,6.43,69.23,197.41,82.97,181.83,233.54,25.84
2024-01-12 10:00:00,5,3177.64,7.6,101.45,203.13,82.02,239.12,301.08,30.4
2024-01-12 11:00:00,5,4112.24,8.38,152.17,188.83,78.2,329.39,405.12,35.46
2024-01-12 12:00:00,5,3952.03,4.14,161.77,170.23,71.53,346.36,421.21,31.16
2024-01-12 13:00:00,5,3791.81,0.54,168.62,113.01,65.8,306.47,371.83,28.88
2024-01-12 14:00:00,5,3524.78,0.0,160.4,69.38,57.22,246.19,301.62,25.59
2024-01-12 15:00:00,5,2616.88,0.0,111.04,82.25,49.59,193.11,241.9,21.53
2024-01-12 16:00:00,5,2536.77,0.0,94.59,76.53,45.78,190.37,240.64,25.84
2024-01-12 17:00:00,5,3524.78,0.18,123.38,31.83,44.35,242.85,301.81,39.01
2024-01-12 18:00:00,5,4753.11,9.72,138.46,3.04,44.82,315.58,381.61,49.65
2024-01-12 19:00:00,5,5393.98,28.61,132.98,0.03,42.44,355.24,421.79,49.14
2024-01-12 20:00:00,5,5126.95,29.5,126.12,0.01,34.33,333.17,389.69,34.45
2024-01-12 21:00:00,5,4272.46,18.55,112.41,0.06,25.75,287.76,334.41,23.31
2024-01-12 22:00:00,5,3097.53,6.2,85.0,1.63,19.31,226.26,266.29,17.48
2024-01-12 23:00:00,5,2376.56,0.85,61.69,8.67,16.69,184.86,222.05,15.2
2024-01-13 00:00:00,5,2136.23,0.14,50.72,16.45,15.97,171.66,208.1,14.82
2024-01-13 01:00:00,5,2216.34,0.2,51.41,16.09,16.93,171.7,208.78,16.09
2024-01-13 02:00:00,5,2857.21,5.03,69.92,3.76,20.98,203.13,245.03,23.31
2024-01-13 03:00:00,5,4913.33,47.39,91.85,0.08,30.99,311.13,369.87,43.57
2024-01-13 04:00:00,5,8010.86,125.17,116.53,2.1,43.87,445.68,529.9,65.86
2024-01-13 05:00:00,5,10147.09,175.24,149.43,7.42,51.98,540.61,641.13,79.04
2024-01-13 06:00:00,5,10894.78,143.05,219.35,24.68,56.74,607.47,706.5,83.09
2024-01-13 07:00:00,5,2403.26,11.96,67.86,113.01,29.33,154.4,182.78,16.97
2024-01-13 08:00:00,5,1241.68,4.14,28.45,140.19,15.5,93.91,113.97,7.66
2024-01-13 09:00:00,4,854.49,2.12,15.59,144.48,10.13,69.86,88.5,5.19
2024-01-13 10:00:00,3,587.46,1.54,10.2,123.02,6.62,39.63,57.52,4.24
2024-01-13 11:00:00,3,473.98,1.42,9.34,101.57,5.25,24.09,42.03,3.45
2024-01-13 12:00:00,2,440.6,1.03,10.37,88.69,4.65,17.91,35.93,3.1
2024-01-13 13:00:00,2,647.54,0.52,25.02,67.95,5.6,20.02,39.25,5.38
2024-01-13 14:00:00,3,921.25,0.02,42.84,42.56,6.79,26.41,47.96,8.36
2024-01-13 15:00:00,3,1028.06,0.04,46.61,33.97,7.39,33.35,57.95,10.64
2024-01-13 16:00:00,3,1148.22,0.06,47.3,29.68,8.46,43.21,71.85,13.3
2024-01-13 17:00:00,3,1228.33,0.06,45.93,27.89,8.94,49.78,81.53,14.57
2024-01-13 18:00:00,4,1281.74,0.06,45.24,27.54,9.3,54.45,87.62,15.2
2024-01-13 19:00:00,4,1241.68,0.05,43.53,28.61,8.46,52.08,84.26,13.55
2024-01-13 20:00:00,3,1121.52,0.02,40.78,32.54,7.09,43.48,71.04,9.63
2024-01-13 21:00:00,3,1068.12,0.0,36.33,39.7,6.85,42.96,67.66,8.36
2024-01-13 22:00:00,3,1081.47,0.0,31.53,47.21,7.15,48.02,72.01,8.61
2024-01-13 23:00:00,4,1174.93,0.0,31.53,47.21,8.23,57.03,82.39,10.01
2024-01-14 00:00:00,4,1415.25,0.0,36.67,40.41,10.49,73.74,101.7,12.54
2024-01-14 01:00:00,5,1869.2,0.04,49.35,25.03,13.83,100.37,131.25,16.47
2024-01-14 02:00:00,5,2696.99,5.7,69.23,3.67,18.12,146.52,182.11,22.29
2024-01-14 03:00:00,5,4592.9,47.39,82.94,0.07,26.23,240.88,290.13,35.46
2024-01-14 04:00:00,5,6729.13,109.97,93.22,1.79,33.38,318.66,388.66,46.61
2024-01-14 05:00:00,5,7583.62,139.47,104.19,6.26,38.15,338.69,435.2,55.73
2024-01-14 06:00:00,5,7583.62,116.23,137.09,18.95,41.96,352.9,470.84,64.34
2024-01-14 07:00:00,5,4592.9,37.1,126.12,60.8,40.53,236.33,329.1,43.57
2024-01-14 08:00:00,5,5020.14,26.82,148.06,94.41,43.39,294.93,404.73,48.64
2024-01-14 09:00:00,5,4806.52,18.78,153.54,123.02,42.92,311.85,433.42,47.62
2024-01-14 10:00:00,5,3631.59,11.51,127.49,141.62,36.24,269.38,378.47,33.44
2024-01-14 11:00:00,5,2456.67,6.03,90.48,153.06,30.28,213.09,293.88,19.25
2024-01-14 12:00:00,5,1575.47,2.1,56.89,157.36,24.32,152.25,209.4,10.39
2024-01-14 13:00:00,5,1148.22,0.24,42.5,144.48,18.12,104.82,148.52,6.52
2024-01-14 14:00:00,5,1174.93,0.0,47.3,111.58,14.54,90.12,131.87,7.47
2024-01-14 15:00:00,5,1134.87,0.0,45.24,91.55,11.68,77.63,118.55,9.5
2024-01-14 16:00:00,5,1708.98,0.0,66.49,57.94,13.47,100.96,146.65,18.24
2024-01-14 17:00:00,5,3231.05,1.66,115.16,15.91,20.74,189.0,246.94,33.94
2024-01-14 18:00:00,5,6088.26,26.15,161.77,0.09,32.9,376.73,455.72,56.74
2024-01-14 19:00:00,5,8972.17,59.01,200.15,0.0,40.53,568.37,674.16,68.9
2024-01-14 20:00:00,5,9292.6,67.06,205.64,0.0,37.67,582.21,704.18,60.29
2024-01-14 21:00:00,5,7690.43,54.54,171.36,0.0,33.86,475.7,603.2,52.69
2024-01-14 22:00:00,5,5714.42,38.0,124.75,0.0,32.42,364.69,486.83,49.65
2024-01-14 23:00:00,5,4432.68,26.15,91.85,0.0,32.42,301.96,418.23,47.12
2024-01-15 00:00:00,5,3738.4,18.33,74.03,0.03,32.9,275.86,389.65,46.1
2024-01-15 01:00:00,5,3524.78,14.98,68.55,0.09,34.33,272.51,383.89,46.1
2024-01-15 02:00:00,5,4058.84,24.36,74.71,0.02,37.67,307.15,421.29,51.17
2024-01-15 03:00:00,5,6568.91,79.57,94.59,0.05,48.64,444.61,577.84,72.96
2024-01-15 04:00:00,5,9933.47,168.09,124.75,1.68,60.56,597.34,765.03,96.26
2024-01-15 05:00:00,5,11856.08,209.21,161.77,6.26,65.8,671.42,873.1,111.46
2024-01-15 06:00:00,5,11642.46,162.72,222.09,17.52,65.8,685.88,910.38,113.49
2024-01-15 07:00:00,5,6034.85,41.57,174.11,65.8,65.8,418.38,596.38,56.74
2024-01-15 08:00:00,5,4379.27,20.79,137.09,110.15,53.41,350.5,527.64,40.02
2024-01-15 09:00:00,5,3284.45,14.31,108.3,133.04,40.53,291.62,455.88,29.13
2024-01-15 10:00:00,5,2216.34,9.95,76.09,130.18,29.09,224.22,350.64,19.51
2024-01-15 11:00:00,5,1535.42,6.26,51.41,110.15,19.79,167.52,260.48,12.92
2024-01-15 12:00:00,5,1148.22,3.35,38.73,89.41,13.95,123.43,193.96,8.87
